         297657109 function calls (297643119 primitive calls) in 96.408 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 numerictypes.py:81(<module>)
       16    0.000    0.000    0.005    0.000 rcsetup.py:781(cycler)
        2    0.000    0.000    0.005    0.003 decoder.py:334(decode)
      471    0.001    0.000    0.005    0.000 pyparsing.py:1167(copy)
      203    0.000    0.000    0.005    0.000 __init__.py:2765(_get_metadata)
        2    0.001    0.001    0.005    0.003 decoder.py:345(raw_decode)
       10    0.000    0.000    0.005    0.001 pyparsing.py:3122(__init__)
        1    0.000    0.000    0.005    0.005 reduction.py:10(<module>)
    36/11    0.000    0.000    0.005    0.000 pyparsing.py:3743(leaveWhitespace)
      410    0.001    0.000    0.005    0.000 pyparsing.py:1415(copy)
        1    0.000    0.000    0.005    0.005 __init__.py:97(<module>)
        1    0.000    0.000    0.005    0.005 dag.py:20(<module>)
       85    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1216(find_loader)
     1536    0.001    0.000    0.005    0.000 re.py:169(match)
       29    0.000    0.000    0.005    0.000 decorators.py:104(open_file)
        2    0.000    0.000    0.005    0.003 pyparsing.py:5660(srange)
        1    0.000    0.000    0.005    0.005 dates.py:137(<module>)
        1    0.000    0.000    0.005    0.005 threading.py:1(<module>)
       23    0.000    0.000    0.005    0.000 overrides.py:200(decorator)
      859    0.001    0.000    0.005    0.000 registration.py:152(register)
        1    0.000    0.000    0.005    0.005 gml.py:41(<module>)
        1    0.000    0.000    0.005    0.005 sparse6.py:23(<module>)
        2    0.000    0.000    0.005    0.002 misc.py:1(<module>)
        1    0.000    0.000    0.005    0.005 header.py:5(<module>)
       89    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
        1    0.000    0.000    0.005    0.005 tz.py:9(<module>)
       88    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
      282    0.000    0.000    0.005    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.005    0.005 __init__.py:184(<module>)
    16333    0.005    0.000    0.005    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.005    0.005 shutil.py:5(<module>)
        1    0.001    0.001    0.005    0.005 pyplot.py:2031(_setup_pyplot_info_docstrings)
        1    0.000    0.000    0.005    0.005 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.005    0.005 tournament.py:29(<module>)
        2    0.000    0.000    0.005    0.002 shape_base.py:1(<module>)
        1    0.000    0.000    0.004    0.004 mlab.py:54(<module>)
      614    0.004    0.000    0.004    0.000 _inspect.py:67(getargs)
     7379    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
     56/9    0.000    0.000    0.004    0.000 pyparsing.py:3879(leaveWhitespace)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
        1    0.000    0.000    0.004    0.004 laplacianmatrix.py:2(<module>)
       21    0.000    0.000    0.004    0.000 pyparsing.py:1510(setParseAction)
        1    0.000    0.000    0.004    0.004 csr.py:1(<module>)
   131/65    0.000    0.000    0.004    0.000 pyparsing.py:3363(copy)
       37    0.004    0.000    0.004    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.004    0.004 edge_augmentation.py:23(<module>)
        1    0.000    0.000    0.004    0.004 socket.py:47(<module>)
       25    0.000    0.000    0.004    0.000 pyparsing.py:1281(_trim_arity)
       20    0.000    0.000    0.004    0.000 pyparsing.py:4667(parseImpl)
        1    0.000    0.000    0.004    0.004 decimal.py:2(<module>)
        1    0.000    0.000    0.004    0.004 hashlib.py:54(<module>)
        1    0.000    0.000    0.004    0.004 pyparsing.py:5824(makeHTMLTags)
        1    0.000    0.000    0.004    0.004 pyparsing.py:5787(_makeTags)
        1    0.000    0.000    0.004    0.004 iterative.py:1(<module>)
      859    0.001    0.000    0.004    0.000 registration.py:144(register)
     2752    0.002    0.000    0.004    0.000 version.py:114(_parse_version_parts)
        1    0.000    0.000    0.004    0.004 decorator.py:decorator-gen-519>:1(_random_state)
        1    0.000    0.000    0.004    0.004 pickle.py:24(<module>)
   114/56    0.000    0.000    0.004    0.000 pyparsing.py:3950(copy)
        1    0.000    0.000    0.004    0.004 __init__.py:57(<module>)
      331    0.001    0.000    0.004    0.000 font_manager.py:883(_json_decode)
        1    0.000    0.000    0.004    0.004 linecache.py:6(<module>)
        1    0.000    0.000    0.004    0.004 basic.py:5(<module>)
      881    0.002    0.000    0.004    0.000 copy.py:268(_reconstruct)
       24    0.000    0.000    0.004    0.000 pyparsing.py:1289(extract_stack)
    61/11    0.000    0.000    0.004    0.000 pyparsing.py:3288(leaveWhitespace)
        1    0.000    0.000    0.004    0.004 module.py:12(parse_assembly)
        3    0.000    0.000    0.004    0.001 __init__.py:332(__init__)
        1    0.000    0.000    0.004    0.004 main.py:1(<module>)
        1    0.000    0.000    0.004    0.004 difflib.py:27(<module>)
        1    0.000    0.000    0.004    0.004 link_prediction.py:3(<module>)
        1    0.000    0.000    0.004    0.004 decoder.py:2(<module>)
        1    0.000    0.000    0.004    0.004 secrets.py:7(<module>)
        3    0.004    0.001    0.004    0.001 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.004    0.004 cluster.py:9(<module>)
        1    0.000    0.000    0.003    0.003 values.py:4(<module>)
        1    0.000    0.000    0.003    0.003 smallworld.py:22(<module>)
        1    0.000    0.000    0.003    0.003 strongly_connected.py:13(<module>)
        1    0.000    0.000    0.003    0.003 _pocketfft.py:29(<module>)
     3838    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.003    0.003 __init__.py:186(_check_versions)
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _dtype_ctypes.py:24(<module>)
     1536    0.001    0.000    0.003    0.000 colors.py:115(_is_nth_color)
      138    0.000    0.000    0.003    0.000 __init__.py:1409(has_metadata)
     24/4    0.000    0.000    0.003    0.001 pyparsing.py:4012(streamline)
        1    0.000    0.000    0.003    0.003 bridges.py:10(<module>)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3365(<listcomp>)
        1    0.000    0.000    0.003    0.003 basic.py:7(<module>)
        1    0.000    0.000    0.003    0.003 _plotutils.py:1(<module>)
     33/5    0.001    0.000    0.003    0.001 pyparsing.py:3910(streamline)
    24/12    0.000    0.000    0.003    0.000 pyparsing.py:4230(parseImpl)
     6781    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.003    0.003 graph6.py:22(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:24(<module>)
      652    0.003    0.000    0.003    0.000 version.py:343(_cmpkey)
     4071    0.002    0.000    0.003    0.000 inspect.py:2781(<genexpr>)
     4320    0.003    0.000    0.003    0.000 {method 'extend' of 'list' objects}
       20    0.000    0.000    0.003    0.000 __init__.py:2982(_reload_version)
        2    0.000    0.000    0.003    0.002 module.py:1(<module>)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3952(<listcomp>)
     1428    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
        1    0.000    0.000    0.003    0.003 type_check.py:3(<module>)
       56    0.000    0.000    0.003    0.000 pyparsing.py:3883(<listcomp>)
       54    0.001    0.000    0.003    0.000 __init__.py:890(_open_file_or_url)
        1    0.000    0.000    0.003    0.003 biconnected.py:12(<module>)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
       20    0.000    0.000    0.003    0.000 __init__.py:2770(_get_version)
       20    0.000    0.000    0.003    0.000 __init__.py:2548(_version_from_file)
     20/6    0.000    0.000    0.003    0.000 pyparsing.py:4441(parseImpl)
        1    0.000    0.000    0.003    0.003 subgraph_alg.py:4(<module>)
      859    0.001    0.000    0.003    0.000 registration.py:39(__init__)
      840    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:176(cb)
      321    0.003    0.000    0.003    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      200    0.000    0.000    0.003    0.000 traceback.py:283(line)
     3623    0.002    0.000    0.003    0.000 inspect.py:159(isfunction)
       11    0.000    0.000    0.003    0.000 decorator.py:202(create)
       25    0.000    0.000    0.003    0.000 pyparsing.py:1250(setParseAction)
      320    0.001    0.000    0.003    0.000 __init__.py:685(add)
      679    0.002    0.000    0.003    0.000 posixpath.py:75(join)
       21    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.003    0.003 datetime.py:5(<module>)
       27    0.000    0.000    0.003    0.000 pyparsing.py:1039(_trim_arity)
     2494    0.003    0.000    0.003    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.003    0.003 cElementTree.py:3(<module>)
       12    0.001    0.000    0.003    0.000 artist.py:1224(<listcomp>)
       31    0.000    0.000    0.003    0.000 contextlib.py:79(__enter__)
        1    0.000    0.000    0.003    0.003 cycles.py:16(<module>)
      840    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.003    0.003 scale.py:1(<module>)
       89    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
       61    0.000    0.000    0.003    0.000 pyparsing.py:3292(<listcomp>)
       26    0.000    0.000    0.003    0.000 pyparsing.py:1047(extract_stack)
      299    0.001    0.000    0.003    0.000 enum.py:797(__or__)
        1    0.000    0.000    0.003    0.003 current_flow_betweenness.py:9(<module>)
     6938    0.003    0.000    0.003    0.000 {method 'getrandbits' of '_random.Random' objects}
      150    0.000    0.000    0.003    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.003    0.003 lapack.py:608(<module>)
     3328    0.002    0.000    0.003    0.000 version.py:65(_compare)
        1    0.000    0.000    0.003    0.003 patches.py:3151(ArrowStyle)
      158    0.000    0.000    0.003    0.000 __init__.py:1406(_get_metadata_path)
       55    0.002    0.000    0.003    0.000 {built-in method io.open}
        1    0.000    0.000    0.003    0.003 __init__.py:150(<module>)
        1    0.000    0.000    0.003    0.003 graph.py:19(<module>)
        1    0.000    0.000    0.003    0.003 arraysetops.py:27(<module>)
      640    0.001    0.000    0.002    0.000 posixpath.py:121(splitext)
     1428    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
      159    0.000    0.000    0.002    0.000 __init__.py:1486(_fn)
     2142    0.002    0.000    0.002    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
    96/22    0.001    0.000    0.002    0.000 abc.py:196(__subclasscheck__)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4763(srange)
     23/7    0.000    0.000    0.002    0.000 pyparsing.py:4466(streamline)
       14    0.000    0.000    0.002    0.000 decorators.py:250(nodes_or_number)
      714    0.002    0.000    0.002    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.002    0.002 scanner.py:2(<module>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        2    0.000    0.000    0.002    0.001 covering.py:7(<module>)
      408    0.001    0.000    0.002    0.000 artist.py:1326(aliased_name)
      150    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.002    0.002 hermite.py:60(<module>)
        3    0.002    0.001    0.002    0.001 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.002    0.001 pyparsing.py:1608(parseString)
     4134    0.001    0.000    0.002    0.000 sre_parse.py:248(match)
       12    0.000    0.000    0.002    0.000 deprecation.py:325(_delete_parameter)
        1    0.000    0.000    0.002    0.002 afm.py:38(<module>)
     1528    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:416(parent)
        1    0.000    0.000    0.002    0.002 fractions.py:4(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:8(<module>)
     9134    0.002    0.000    0.002    0.000 {method 'group' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.002    0.001 linecache.py:82(updatecache)
        1    0.000    0.000    0.002    0.002 polynomial.py:57(<module>)
        1    0.000    0.000    0.002    0.002 _exceptions.py:7(<module>)
       66    0.000    0.000    0.002    0.000 pyparsing.py:2122(__add__)
        1    0.000    0.000    0.002    0.002 weakly_connected.py:11(<module>)
        1    0.000    0.000    0.002    0.002 ElementTree.py:34(<module>)
        1    0.000    0.000    0.002    0.002 texmanager.py:29(<module>)
       20    0.000    0.000    0.002    0.000 pyparsing.py:4828(parseImpl)
        1    0.000    0.000    0.002    0.002 compressed.py:1(<module>)
      729    0.001    0.000    0.002    0.000 sre_compile.py:388(_simple)
        1    0.000    0.000    0.002    0.002 subprocess.py:608(__init__)
      336    0.001    0.000    0.002    0.000 __init__.py:2055(<genexpr>)
        1    0.000    0.000    0.002    0.002 arrayprint.py:5(<module>)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
        1    0.000    0.000    0.002    0.002 connected.py:12(<module>)
      323    0.000    0.000    0.002    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.002    0.002 builder.py:1(<module>)
    102/2    0.000    0.000    0.002    0.001 pyparsing.py:1370(_parseNoCache)
       73    0.001    0.000    0.002    0.000 deprecation.py:237(finalize)
     10/2    0.000    0.000    0.002    0.001 pyparsing.py:3397(parseImpl)
       83    0.000    0.000    0.002    0.000 pyparsing.py:1821(__add__)
        1    0.000    0.000    0.002    0.002 subprocess.py:1228(_execute_child)
     2513    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:847(__exit__)
        1    0.000    0.000    0.002    0.002 colors.py:60(<module>)
     1612    0.001    0.000    0.002    0.000 __init__.py:2069(dist_factory)
        1    0.000    0.000    0.002    0.002 attracting.py:10(<module>)
        1    0.000    0.000    0.002    0.002 matfuncs.py:5(<module>)
        1    0.000    0.000    0.002    0.002 classic.py:20(<module>)
      336    0.001    0.000    0.002    0.000 version.py:236(__str__)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
        1    0.000    0.000    0.002    0.002 vector_env.py:1(<module>)
     1690    0.001    0.000    0.002    0.000 version.py:53(__eq__)
       82    0.001    0.000    0.002    0.000 inspect.py:536(_finddoc)
